src_port,dst_port,num_packets,total_bytes,avg_pkt_len,bytes_out,bytes_in,pss_0,pss_1,pss_2,pss_3,pss_4,pss_5,pss_6,pss_7,pss_8,pss_9,iat_mean,iat_std,iat_min,iat_max,iat_cv,tls_version,num_ciphersuites,num_extensions,has_sni,analysis_confidence,is_malware,is_well_known_port,source_file
12180,443,11,7620,692.7272727272727,3881,3739,307,105,955,1021,624,1188,172,914,1013,511,1.1125,1.4286738081171644,0.036,4.964,1.2842011758356533,1.3,5,15,1,0.7233498019915384,0,1,pcap_002.json
33064,443,12,8826,735.5,4235,4591,227,1417,1456,1024,523,695,57,838,518,47,0.9390000000000001,0.8415793594081418,0.033,2.371,0.8962506489969561,1.3,5,15,1,0.0,0,1,pcap_002.json
62375,443,8,5231,653.875,2424,2807,669,83,220,667,1155,690,380,1367,0,0,1.6005714285714288,1.2978425897446508,0.234,4.042,0.8108620250100459,1.3,5,15,1,0.7694447860649953,0,1,pcap_002.json
49405,995,7,5781,825.8571428571429,3658,2123,1109,687,1067,1353,499,83,983,0,0,0,1.219,0.6714417323938094,0.297,2.432,0.5508135622590725,1.3,5,6,1,0.9400246293150663,0,1,pcap_002.json
30296,8443,8,4972,621.5,3098,1874,515,166,519,962,884,178,1180,568,0,0,1.1412857142857145,1.3426881048623225,0.179,4.236,1.1764697376437923,0.0,0,0,0,0.8713861386407591,0,1,pcap_002.json
1634,993,6,4049,674.8333333333334,727,3322,360,1221,264,759,103,1342,0,0,0,0,0.32720000000000005,0.25563207936407356,0.017,0.714,0.7812716361982687,1.3,5,6,1,0.9429244825420033,0,1,pcap_002.json
39239,995,7,4372,624.5714285714286,1793,2579,1094,356,229,1378,216,845,254,0,0,0,0.8810000000000001,0.6167408964332861,0.151,1.79,0.7000464204691101,1.3,5,6,1,0.7910074462948768,0,1,pcap_002.json
2159,8443,10,6491,649.1,3052,3439,460,631,428,1046,1054,1044,311,358,799,360,0.7258888888888889,0.745878370252065,0.023,2.293,1.0275379354459797,1.2,5,15,1,0.7587594575463308,0,1,pcap_002.json
53059,443,14,12201,871.5,4629,7572,1243,334,801,1138,181,1234,267,937,917,1390,1.1468461538461538,1.1167431938215453,0.049,3.166,0.9737515272439525,1.3,5,15,1,0.8938906413819011,0,1,pcap_002.json
52797,993,12,10984,915.3333333333334,5661,5323,713,376,1161,812,1111,1289,367,853,1086,1433,1.9523636363636363,1.3628301616807492,0.165,4.43,0.6980411519132167,1.3,5,6,1,0.0,0,1,pcap_002.json
14095,443,8,6867,858.375,3697,3170,1199,1189,847,1200,783,365,868,416,0,0,0.9018571428571429,0.7280775917385707,0.151,2.531,0.8073092257516228,1.2,5,15,1,0.0,0,1,pcap_002.json
20463,993,6,6271,1045.1666666666667,2871,3400,652,1382,768,1080,1451,938,0,0,0,0,1.591,0.9505634118773981,0.653,3.212,0.5974628610165922,1.3,5,6,1,0.9145482739660229,0,1,pcap_002.json
7355,993,11,8842,803.8181818181819,5467,3375,338,311,1150,108,1000,963,1396,1326,125,667,1.3108,1.3099045614089602,0.038,3.66,0.9993168762656089,1.2,5,6,1,0.7851398351430418,0,1,pcap_002.json
65332,8443,8,4224,528.0,2063,2161,415,624,216,348,806,955,626,234,0,0,1.2621428571428572,0.7307220359873863,0.528,2.669,0.5789535089883082,1.3,5,6,1,0.9314695327591751,0,1,pcap_002.json
55343,993,6,3975,662.5,1916,2059,573,556,629,1411,714,92,0,0,0,0,0.8560000000000001,0.5023074755565559,0.495,1.847,0.5868077985473783,1.3,5,6,1,0.7359880940718079,0,1,pcap_002.json
65319,993,8,5754,719.25,4249,1505,1061,136,1216,432,833,259,1139,678,0,0,1.9081428571428571,0.835652769408687,0.33,2.93,0.43794035980091406,1.3,5,6,1,0.7545697627953759,0,1,pcap_002.json
44859,995,10,7579,757.9,4057,3522,350,1097,747,405,1398,153,1206,440,356,1427,0.5486666666666667,0.3246557150788098,0.282,1.256,0.5917175851983167,1.3,5,15,1,0.772686833983634,0,1,pcap_002.json
50317,8443,10,8636,863.6,2854,5782,709,1419,439,1374,151,1437,1352,421,203,1131,1.0634444444444444,0.8808189511422639,0.039,2.437,0.828269831812807,1.3,5,15,1,0.0,0,1,pcap_002.json
55054,993,12,9419,784.9166666666666,5526,3893,1004,268,161,744,1284,677,1417,52,278,1149,0.9105454545454545,0.544451076963405,0.043,2.192,0.5979394814893625,1.3,5,6,1,0.8691830624071759,0,1,pcap_002.json
20698,8443,14,11478,819.8571428571429,6062,5416,605,550,1044,395,638,1130,253,1004,1178,538,0.6503076923076923,0.5424554408662925,0.086,2.02,0.8341519672654132,1.2,5,15,1,0.7289817029048996,0,1,pcap_002.json
60228,443,7,5988,855.4285714285714,3261,2727,1137,1165,959,1296,809,266,356,0,0,0,0.42450000000000004,0.2838525145211858,0.057,0.939,0.6686749458685177,1.3,5,15,1,0.9221278696786,0,1,pcap_002.json
48995,995,8,6407,800.875,2596,3811,1262,808,397,1260,313,1223,624,520,0,0,0.3597142857142857,0.5228383290916485,0.012,1.619,1.45348224926193,1.3,5,15,1,0.0,0,1,pcap_002.json
3816,443,13,10144,780.3076923076923,6855,3289,919,549,1239,953,57,1098,833,386,1063,238,0.7555000000000001,0.8203056848923251,0.027,2.626,1.085778537249934,1.2,5,15,1,0.9219753428559838,0,1,pcap_002.json
9820,443,9,7376,819.5555555555555,3008,4368,1276,1421,97,1286,586,1224,904,437,145,0,1.306375,1.472446513247595,0.118,4.19,1.127123921728137,1.3,5,15,1,0.9290946493006758,0,1,pcap_002.json
37047,443,10,7345,734.5,3702,3643,1345,208,804,1360,936,1116,175,596,442,363,0.6723333333333333,0.5996063523494207,0.048,1.902,0.8918289821756381,1.3,5,15,1,0.9172942045592826,0,1,pcap_002.json
10116,993,8,7554,944.25,4511,3043,1283,993,1129,294,654,426,1445,1330,0,0,1.1808571428571428,1.2094360466847383,0.01,3.87,1.024201830001593,1.2,5,15,1,0.7586423753631022,0,1,pcap_002.json
20252,993,13,7923,609.4615384615385,4003,3920,892,1063,280,604,1015,70,305,420,752,1134,0.9988333333333334,1.320615376338706,0.048,4.923,1.322157893881568,1.3,5,15,1,0.9831870851871815,0,1,pcap_002.json
42668,993,10,8209,820.9,4851,3358,566,102,1184,1170,1079,1372,644,393,1378,321,0.7053333333333334,0.8004495958869338,0.068,2.745,1.1348529242253313,1.3,5,6,1,0.9715782681452176,0,1,pcap_002.json
21778,8443,8,4377,547.125,2086,2291,118,137,237,1113,561,201,1170,840,0,0,1.101857142857143,0.7437390918424913,0.349,2.485,0.6749868589261556,1.3,5,15,1,0.9893865653862535,0,1,pcap_002.json
6798,995,8,7946,993.25,3930,4016,662,439,848,1040,971,1249,1449,1288,0,0,0.7694285714285714,0.5339357524600709,0.174,1.899,0.6939380369885808,1.2,5,15,1,0.0,0,1,pcap_002.json
12699,993,8,4535,566.875,2314,2221,262,280,430,720,742,988,880,233,0,0,0.807,0.6169538070228597,0.059,2.161,0.7645028587643863,1.2,5,15,1,0.0,0,1,pcap_002.json
38900,995,11,8253,750.2727272727273,4730,3523,986,982,1101,703,365,147,1137,374,843,1317,1.3352,1.2719786004489226,0.012,4.342,0.9526502400006911,0.0,0,0,0,0.7621471013215729,0,1,pcap_002.json
40782,443,13,5626,432.7692307692308,3493,2133,442,272,519,1015,418,420,399,72,196,241,0.8316666666666667,0.5219098474726156,0.013,1.766,0.6275469107887162,1.2,5,15,1,0.7567747823098094,0,1,pcap_002.json
29349,993,11,6953,632.0909090909091,3403,3550,241,709,511,94,1069,1113,269,1369,846,265,0.9356000000000002,0.8729326663609285,0.02,2.734,0.933019096153194,0.0,0,0,0,0.8783648380032838,0,1,pcap_002.json
33551,995,12,9229,769.0833333333334,4660,4569,1429,789,599,1437,1130,233,305,225,813,825,1.1482727272727273,0.985846114758014,0.035,3.202,0.8585470083396527,1.2,5,15,1,0.8851722633955827,0,1,pcap_002.json
40564,8443,10,7635,763.5,3665,3970,113,265,1005,1378,563,1312,1245,145,739,870,0.8161111111111111,0.6250629202896197,0.08,2.139,0.7659041909607321,1.3,5,15,1,0.8181563393021817,0,1,pcap_002.json
54078,993,13,9653,742.5384615384615,6108,3545,1130,408,947,613,157,1118,1328,152,1071,470,1.6401666666666668,1.6026315251970915,0.035,4.757,0.9771150443229903,0.0,0,0,0,0.7378274418146704,0,1,pcap_002.json
17094,995,8,6449,806.125,3876,2573,1193,843,1326,1341,1231,85,126,304,0,0,0.6462857142857142,0.3604599103073399,0.233,1.37,0.5577407984419496,1.2,5,6,1,0.9223350207474846,0,1,pcap_002.json
33603,443,11,8651,786.4545454545455,5071,3580,940,521,1237,259,811,510,1124,1214,588,1076,0.8178000000000001,0.7724626592916968,0.167,2.642,0.9445618235408373,1.3,5,6,1,0.9642090034894224,0,1,pcap_002.json
10964,8443,8,8256,1032.0,4092,4164,1107,949,1232,1399,552,1313,1201,503,0,0,0.5622857142857143,0.4438457628777026,0.119,1.232,0.7893598425162394,1.2,5,6,1,0.838314852194965,0,1,pcap_002.json
25425,443,9,9219,1024.3333333333333,4364,4855,241,985,778,1211,1441,1411,852,1248,1052,0,0.8234999999999999,0.5599861605432763,0.119,2.089,0.6800074809268687,1.2,5,6,1,0.0,0,1,pcap_002.json
52923,8443,5,3018,603.6,2596,422,1102,250,1344,172,150,0,0,0,0,0,0.68225,0.5551316848280234,0.026,1.464,0.8136778084690706,1.2,5,15,1,0.7709954020723992,0,1,pcap_002.json
49560,995,6,3988,664.6666666666666,2904,1084,1262,283,888,652,754,149,0,0,0,0,0.799,0.573736873488187,0.056,1.677,0.7180686777073679,1.3,5,6,1,0.9203163814983005,0,1,pcap_002.json
4279,993,5,3448,689.6,1768,1680,1139,562,313,1118,316,0,0,0,0,0,0.7957500000000001,0.4687437332914436,0.012,1.229,0.5890590427790683,1.2,5,15,1,0.0,0,1,pcap_002.json
39594,993,9,6784,753.7777777777778,3857,2927,854,341,1199,568,1271,1362,410,656,123,0,0.928125,0.8368070920917198,0.034,2.676,0.9016103349136375,1.3,5,6,1,0.8041603404848392,0,1,pcap_002.json
46641,995,14,8926,637.5714285714286,4609,4317,1174,821,578,315,630,608,882,618,459,203,0.8313846153846155,0.7898261287204086,0.016,3.289,0.9500129231463093,1.2,5,15,1,0.8316426168579266,0,1,pcap_002.json
6167,993,14,8089,577.7857142857143,4060,4029,189,89,494,374,366,375,120,297,737,1159,0.9832307692307692,0.8094284929548136,0.119,2.858,0.8232334852458595,1.3,5,6,1,0.7902769341175125,0,1,pcap_002.json
32176,443,6,4644,774.0,2866,1778,785,885,895,638,1186,255,0,0,0,0,0.8,0.6836952537497976,0.087,1.675,0.8546190671872469,1.2,5,15,1,0.8444630467980244,0,1,pcap_002.json
15740,993,7,5156,736.5714285714286,3915,1241,1052,339,414,677,1000,225,1449,0,0,0,0.40599999999999997,0.26280601210779025,0.033,0.812,0.6473054485413553,1.2,5,15,1,0.0,0,1,pcap_002.json
42441,993,12,11203,933.5833333333334,6799,4404,1403,147,1230,1287,565,1269,1346,175,1345,852,0.7974545454545456,0.6754671600437142,0.045,2.066,0.8470290424624777,1.3,5,15,1,0.7474021989168333,0,1,pcap_002.json
23092,995,6,5072,845.3333333333334,2376,2696,227,1026,833,431,1316,1239,0,0,0,0,0.25680000000000003,0.15539678246347316,0.041,0.461,0.6051276575680419,1.2,5,15,1,0.7085335592851998,0,1,pcap_002.json
24454,995,8,5104,638.0,1877,3227,63,730,909,68,647,1354,258,1075,0,0,1.1062857142857143,1.3826648921852442,0.038,4.075,1.2498262196922403,1.2,5,15,1,0.8075677932816288,0,1,pcap_002.json
61716,443,10,5924,592.4,1889,4035,77,781,244,1396,860,963,449,107,259,788,0.8976666666666667,0.7675790223524581,0.123,2.506,0.8550824608456644,1.3,5,6,1,0.9227845746875797,0,1,pcap_002.json
40851,8443,10,7313,731.3,3353,3960,574,367,1179,1095,332,996,455,46,813,1456,0.8820000000000001,0.7686259023593842,0.068,2.519,0.8714579391829752,1.3,5,6,1,0.8648207027314916,0,1,pcap_002.json
17950,8443,9,7394,821.5555555555555,4065,3329,924,454,1109,414,597,1168,1364,1293,71,0,1.1007500000000001,1.411642638028478,0.038,4.597,1.2824371001848538,1.3,5,6,1,0.9037827195169972,0,1,pcap_002.json
35567,993,5,3391,678.2,2382,1009,907,621,1294,388,181,0,0,0,0,0,0.5455,0.6551662002881407,0.036,1.66,1.2010379473659774,1.2,5,15,1,0.8644156379352549,0,1,pcap_002.json
8551,443,9,6174,686.0,2516,3658,898,435,71,1297,1124,1193,237,733,186,0,0.921375,1.0452913394719197,0.076,3.365,1.1344906682641918,0.0,0,0,0,0.9540208383791442,0,1,pcap_002.json
35235,443,14,9939,709.9285714285714,4082,5857,72,1254,1348,429,199,1110,735,771,1428,1211,1.2389999999999999,1.18202609628878,0.017,4.423,0.9540162197649558,1.3,5,6,1,0.0,0,1,pcap_002.json
14883,443,8,6312,789.0,2964,3348,504,1303,1120,1133,1247,783,93,129,0,0,1.6907142857142858,0.9092192434462996,0.352,3.297,0.537772260593502,1.3,5,15,1,0.8309384333316553,0,1,pcap_002.json
18786,443,5,3052,610.4,1989,1063,609,391,615,672,765,0,0,0,0,0,1.094,1.5805674613884726,0.012,3.818,1.4447600195507062,1.2,5,6,1,0.8695067504351611,0,1,pcap_002.json
8408,8443,11,8694,790.3636363636364,4279,4415,1206,818,1309,423,316,1421,1283,1022,56,731,0.6957,0.9037505242045505,0.013,2.855,1.2990520687143172,1.3,5,15,1,0.0,0,1,pcap_002.json
31716,993,8,4774,596.75,1825,2949,520,370,994,807,182,667,129,1105,0,0,1.5697142857142856,1.5845293771144717,0.129,5.335,1.009438081525419,1.3,5,15,1,0.7709729983981444,0,1,pcap_002.json
13363,8443,13,9589,737.6153846153846,4382,5207,671,1272,575,777,1089,1065,189,507,347,961,0.6973333333333334,0.6513970030293013,0.038,1.946,0.9341257213613307,1.3,5,6,1,0.0,0,1,pcap_002.json
61609,443,6,4812,802.0,2472,2340,285,591,880,574,1307,1175,0,0,0,0,0.8573999999999999,0.5701542247497602,0.014,1.545,0.664980434744297,1.3,5,6,1,0.0,0,1,pcap_002.json
26124,993,10,8900,890.0,3309,5591,927,1330,404,1174,508,909,844,1313,626,865,0.8296666666666667,0.5595617332639298,0.017,1.628,0.6744416230581717,1.3,5,6,1,0.7685116206373832,0,1,pcap_002.json
28435,993,7,3972,567.4285714285714,2458,1514,353,766,608,615,408,133,1089,0,0,0,0.5281666666666667,0.3297834727345943,0.036,0.99,0.6243928167900176,1.2,5,15,1,0.7556828351918423,0,1,pcap_002.json
14307,8443,10,6845,684.5,3471,3374,738,1192,428,957,1129,360,767,249,409,616,1.1016666666666666,0.630820101138193,0.359,2.606,0.5726052355263477,0.0,0,0,0,0.9582352147110733,0,1,pcap_002.json
33585,993,11,8889,808.0909090909091,4588,4301,1093,1030,1234,1416,1143,603,879,264,134,988,1.0105,0.8321215355944107,0.003,2.466,0.8234750475946667,1.2,5,15,1,0.8517710633815541,0,1,pcap_002.json
51674,8443,14,11561,825.7857142857143,5511,6050,813,733,651,1237,283,690,1050,1081,1344,737,1.124076923076923,1.0498370175001495,0.189,3.368,0.9339547818724385,1.3,5,15,1,0.7226254227102136,0,1,pcap_002.json
26539,443,9,5607,623.0,3310,2297,816,1268,1009,142,806,411,241,476,438,0,0.935375,0.8792228013279683,0.073,2.594,0.9399682494485829,1.3,5,6,1,0.8113737409996821,0,1,pcap_002.json
31073,995,8,8594,1074.25,4146,4448,602,399,1427,1458,1334,1446,783,1145,0,0,0.7622857142857143,0.7535993088952158,0.044,2.077,0.9886047905297057,1.3,5,6,1,0.8230692624340247,0,1,pcap_002.json
18195,8443,6,3664,610.6666666666666,2258,1406,1250,318,646,465,362,623,0,0,0,0,1.3834,1.5187042635088637,0.031,4.333,1.0978055974474943,1.3,5,6,1,0.8238825370984277,0,1,pcap_002.json
45969,993,5,2382,476.4,2041,341,651,198,1101,143,289,0,0,0,0,0,0.79175,0.3669314479572444,0.3,1.271,0.4634435717805424,1.2,5,15,1,0.8607920160813254,0,1,pcap_002.json
11577,993,9,9771,1085.6666666666667,6099,3672,842,888,1363,569,1043,1312,1443,903,1408,0,1.489125,1.642978198082677,0.026,4.812,1.1033178531571741,1.3,5,6,1,0.0,0,1,pcap_002.json
4808,993,7,6171,881.5714285714286,3578,2593,995,717,1305,829,937,1047,341,0,0,0,2.3156666666666665,2.4299645859330723,0.168,5.749,1.0493585371814045,1.2,5,15,1,0.9466514117854425,0,1,pcap_002.json
5076,8443,8,7281,910.125,3072,4209,734,888,483,636,835,1247,1020,1438,0,0,0.9284285714285715,0.5567576690453543,0.044,1.636,0.5996774401165533,1.3,5,15,1,0.8829640249499059,0,1,pcap_002.json
61408,443,8,5083,635.375,2265,2818,417,1027,193,1094,410,282,1245,415,0,0,0.6294285714285713,0.47365715664477864,0.153,1.512,0.752519313779721,1.3,5,15,1,0.0,0,1,pcap_002.json
26677,443,6,5992,998.6666666666666,2508,3484,1373,1152,540,1400,595,932,0,0,0,0,1.1718,0.7581686883537198,0.242,2.335,0.6470120228313021,1.2,5,15,1,0.9526936289573402,0,1,pcap_002.json
55358,993,6,4581,763.5,2223,2358,607,1031,169,694,1447,633,0,0,0,0,0.8382,0.4625708162000712,0.26,1.569,0.5518621047483551,1.3,5,15,1,0.7496310784263586,0,1,pcap_002.json
9340,993,8,7661,957.625,3312,4349,469,1011,471,898,1440,1277,932,1163,0,0,0.859,0.6244698322806086,0.059,1.907,0.7269730294302778,1.3,5,6,1,0.0,0,1,pcap_002.json
1038,995,6,3802,633.6666666666666,1647,2155,1418,1038,154,1015,75,102,0,0,0,0,1.1228,0.945051406009218,0.309,2.614,0.8416916690498913,1.3,5,15,1,0.7138427990068392,0,1,pcap_002.json
2156,993,14,12187,870.5,6046,6141,1081,894,598,1152,279,1076,724,282,1393,652,1.1836153846153845,1.0498637668736275,0.003,3.596,0.8869973984114615,1.3,5,15,1,0.8971544892364111,0,1,pcap_002.json
16777,995,7,5175,739.2857142857143,2152,3023,219,658,1390,1209,341,1156,202,0,0,0,1.0855,1.0306022106839605,0.196,3.315,0.9494262650243764,1.3,5,6,1,0.0,0,1,pcap_002.json
43035,8443,5,4309,861.8,2632,1677,888,355,483,1322,1261,0,0,0,0,0,0.921,0.2692331703189635,0.578,1.284,0.292327003603652,1.3,5,6,1,0.8877908855194925,0,1,pcap_002.json
29109,995,12,9594,799.5,4834,4760,343,887,694,550,613,240,1347,1059,1258,1427,1.1404545454545454,0.6810143989448739,0.33,2.367,0.597142956428347,1.3,5,6,1,0.7842046647143766,0,1,pcap_002.json
62840,993,14,12150,867.8571428571429,4207,7943,768,1221,767,1410,526,407,246,963,609,1160,1.164846153846154,1.1010592694278085,0.095,4.399,0.9452400780929477,1.3,5,6,1,0.9469439335333731,0,1,pcap_002.json
55894,8443,12,9374,781.1666666666666,4287,5087,724,896,340,1190,1055,191,135,1138,679,439,0.4968181818181818,0.64731302223911,0.038,2.332,1.3029173366203495,1.3,5,15,1,0.9839185142332904,0,1,pcap_002.json
46371,8443,11,8121,738.2727272727273,5222,2899,624,66,957,137,529,663,1296,734,779,1299,1.3497999999999999,1.2655393158649795,0.036,3.292,0.9375754303341084,1.3,5,6,1,0.8919282634168411,0,1,pcap_002.json
3934,993,9,8352,928.0,5272,3080,1133,1151,803,628,1333,117,1399,1184,604,0,0.863,0.5581220744604177,0.104,1.976,0.6467231453770773,0.0,0,0,0,0.9580897361752636,0,1,pcap_002.json
63728,995,12,8114,676.1666666666666,4423,3691,475,1063,301,101,1459,70,841,347,373,712,1.5459090909090911,1.1004975283558593,0.005,3.812,0.7118772603301647,1.2,5,6,1,0.786324874010428,0,1,pcap_002.json
17588,995,9,7078,786.4444444444445,3590,3488,673,628,349,879,772,1057,701,924,1095,0,0.709125,0.5467811348016681,0.111,1.801,0.771064529951233,1.3,5,6,1,0.8660984451819671,0,1,pcap_002.json
52540,443,12,10536,878.0,4882,5654,612,1048,599,736,1074,853,788,1403,613,1156,0.9681818181818183,1.0245120184912708,0.045,3.264,1.0581814275496693,1.3,5,6,1,0.9622944899801753,0,1,pcap_002.json
40420,443,7,5973,853.2857142857143,3972,2001,698,505,1103,1348,1129,148,1042,0,0,0,1.4113333333333333,1.0068746473894135,0.148,3.277,0.7134208649429005,1.3,5,6,1,0.0,0,1,pcap_002.json
44906,56529,13,2919,224.53846153846155,1982,937,193,162,256,233,234,110,290,129,328,183,62.405166666666666,4.129695162949548,53.098,68.906,0.06617553294918767,1.2,5,6,1,0.3144528786535073,1,0,pcap_002.json
54470,31760,9,2131,236.77777777777777,1210,921,237,252,262,254,109,246,227,169,375,0,60.49275,4.505057789584946,52.954,68.297,0.07447268953031472,1.2,5,15,1,0.0,0,0,pcap_002.json
35449,38835,13,3025,232.69230769230768,1511,1514,245,336,266,228,231,157,308,303,154,255,59.35891666666666,6.1095672031431345,45.158,67.01,0.10292585421414871,1.2,5,15,1,0.33283899178431964,1,0,pcap_002.json
37318,54025,6,1186,197.66666666666666,764,422,193,113,291,142,280,167,0,0,0,0,58.598400000000005,5.35161667536082,50.548,63.755,0.09132701021462734,1.2,5,15,1,0.3528821919631785,1,0,pcap_002.json
7942,4460,14,3230,230.71428571428572,1622,1608,364,175,129,153,382,321,101,117,115,397,56.900999999999996,5.180495179776959,45.833,65.283,0.0910440094159498,1.2,5,6,1,0.0,0,0,pcap_002.json
9662,46689,12,2988,249.0,1628,1360,233,213,187,243,243,129,226,265,340,172,64.15845454545455,4.909238551651853,55.752,70.453,0.07651740657458932,1.2,5,15,1,0.2914696739080608,1,0,pcap_002.json
58882,57403,6,1345,224.16666666666666,670,675,148,202,245,288,277,185,0,0,0,0,59.3918,4.653866452746575,53.324,65.556,0.07835873727933107,0.0,0,0,0,0.14358283508614136,1,0,pcap_002.json
11218,26059,6,1287,214.5,742,545,184,276,229,119,329,150,0,0,0,0,58.0086,2.894877724533455,54.06,61.649,0.04990428530482472,1.2,5,15,1,0.12297059254603489,1,0,pcap_002.json
9051,17315,14,2828,202.0,1241,1587,117,145,137,206,195,379,123,373,239,181,60.010615384615384,5.459522739615497,49.897,70.276,0.09097594991527326,1.2,5,15,1,0.2132924148928934,1,0,pcap_002.json
38281,38399,13,3403,261.7692307692308,1715,1688,390,305,151,102,183,358,357,364,139,235,58.672333333333334,5.918545420024153,46.972,67.416,0.10087455336741598,1.2,5,15,1,0.2442438367890298,1,0,pcap_002.json
16115,8443,6,5114,852.3333333333334,2704,2410,180,384,1171,1145,1353,881,0,0,0,0,0.7256,0.43020209204512244,0.062,1.202,0.5928915270743143,1.3,5,15,1,0.886516820837369,0,1,pcap_003.json
18151,993,9,8143,904.7777777777778,4583,3560,404,199,833,1196,648,1036,1337,1129,1361,0,0.6763750000000001,0.3346692163539993,0.14,1.324,0.4947983239386425,0.0,0,0,0,0.7446486882902835,0,1,pcap_003.json
17933,995,8,6986,873.25,4176,2810,1279,1008,1200,634,432,667,1265,501,0,0,1.2965714285714287,0.6299167421499577,0.133,2.277,0.4858326570129687,0.0,0,0,0,0.9120003699152102,0,1,pcap_003.json
20868,443,8,4349,543.625,1849,2500,174,1175,1107,300,427,55,141,970,0,0,0.88,0.72700029475333,0.03,1.888,0.8261366985833295,1.2,5,6,1,0.0,0,1,pcap_003.json
48290,993,12,8009,667.4166666666666,4541,3468,896,632,957,642,423,1005,78,448,1157,97,1.2006363636363635,0.9849152499513736,0.27,3.009,0.8203276860350656,1.3,5,15,1,0.7504785998481194,0,1,pcap_003.json
29484,443,6,5037,839.5,2997,2040,1146,578,558,750,1293,712,0,0,0,0,1.2464000000000002,0.7486512138506155,0.272,2.096,0.6006508455155772,1.3,5,6,1,0.0,0,1,pcap_003.json
5838,443,9,7499,833.2222222222222,4246,3253,992,1024,1216,326,535,581,1389,1322,114,0,0.886,0.4978656947410617,0.164,2.044,0.5619251633646294,1.3,5,15,1,0.7454631368271506,0,1,pcap_003.json
64201,443,10,7658,765.8,4976,2682,1217,141,1023,51,971,1198,495,470,1270,822,2.126,2.1165230922435034,0.015,6.663,0.995542376408045,1.3,5,6,1,0.924409481098776,0,1,pcap_003.json
13961,8443,11,8974,815.8181818181819,5059,3915,328,1448,513,309,1187,1455,1275,173,729,530,0.7815000000000001,0.36491485308219507,0.361,1.551,0.46694159063620605,1.3,5,15,1,0.9877495024743363,0,1,pcap_003.json
59102,8443,13,10638,818.3076923076923,5691,4947,523,378,305,1311,1453,1158,980,1456,342,440,1.0955833333333334,0.8354703723385739,0.262,3.026,0.762580396140784,1.3,5,6,1,0.9102892146441294,0,1,pcap_003.json
25862,8443,8,6092,761.5,2552,3540,861,1386,732,754,214,41,745,1359,0,0,1.2029999999999998,1.1199716833155073,0.192,3.158,0.9309822803952681,1.2,5,15,1,0.9549822224925575,0,1,pcap_003.json
5612,443,8,4651,581.375,2895,1756,1232,308,139,664,669,398,855,386,0,0,1.0944285714285713,0.6937193457099528,0.266,2.353,0.6338644328377065,1.2,5,6,1,0.8244842036327926,0,1,pcap_003.json
63413,8443,12,10426,868.8333333333334,4759,5667,1011,432,1247,795,750,1227,351,1301,830,788,0.4760909090909091,0.3239333417809216,0.064,0.991,0.6804022836719757,1.3,5,6,1,0.9763321609038442,0,1,pcap_003.json
57875,443,12,9962,830.1666666666666,5320,4642,1183,934,658,1347,771,1214,1283,255,1224,550,0.8924545454545453,0.48435512209278914,0.11,1.559,0.5427224552328289,1.2,5,6,1,0.7255722177598474,0,1,pcap_003.json
56132,443,11,10128,920.7272727272727,5319,4809,1243,1211,1072,1458,370,1270,832,528,1113,342,0.9909000000000002,0.9495370924824369,0.05,2.829,0.9582572333055169,1.3,5,6,1,0.0,0,1,pcap_003.json
16708,993,14,10414,743.8571428571429,5757,4657,205,1301,952,1320,404,233,96,252,1443,638,0.8630769230769231,1.1989765161964316,0.009,4.72,1.389188476876436,1.3,5,15,1,0.0,0,1,pcap_003.json
20047,993,13,11647,895.9230769230769,7006,4641,1312,319,191,740,774,704,1458,1096,1174,778,0.5445000000000001,0.42774340049458004,0.018,1.352,0.7855709834611202,1.2,5,6,1,0.7012624255333366,0,1,pcap_003.json
62453,443,12,9687,807.25,3765,5922,549,1116,133,289,1019,1043,1001,1249,570,1020,1.606818181818182,1.3077281353679968,0.024,4.349,0.8138619230012992,1.3,5,15,1,0.7104192548661985,0,1,pcap_003.json
49216,995,14,10828,773.4285714285714,5737,5091,925,635,925,188,831,911,783,490,433,472,1.0572307692307692,1.6373607353038586,0.031,6.17,1.548725957432346,1.3,5,6,1,0.7184797647397283,0,1,pcap_003.json
38512,8443,13,9015,693.4615384615385,6395,2620,1435,527,1179,359,124,607,683,407,396,218,0.91775,0.6921170571755426,0.016,2.283,0.7541455267507956,1.2,5,6,1,0.7091633416470992,0,1,pcap_003.json
28411,993,11,8408,764.3636363636364,4197,4211,1325,389,208,1406,1027,761,172,271,1098,1384,0.8675999999999998,0.5056309325980759,0.0,1.741,0.5827926839535224,1.3,5,6,1,0.9107592566454884,0,1,pcap_003.json
43659,8443,7,6791,970.1428571428571,3685,3106,1086,525,927,1368,1076,1213,596,0,0,0,0.63,0.5980852782003583,0.013,1.513,0.9493417114291401,1.3,5,6,1,0.9803205569463314,0,1,pcap_003.json
40483,8443,10,6865,686.5,3247,3618,785,1079,738,313,258,552,503,1156,963,518,1.5141111111111112,1.334942066528602,0.038,4.452,0.8816671753692975,1.2,5,15,1,0.8249829021823842,0,1,pcap_003.json
43513,8443,13,12603,969.4615384615385,6849,5754,656,1290,1113,761,1140,1373,909,474,1312,628,0.6438333333333333,0.5205093392267061,0.019,1.535,0.8084535426767374,1.3,5,15,1,0.0,0,1,pcap_003.json
